object_name,galactic_l_deg,galactic_b_deg,distance_to_sun_Lj,brightness_mag,object_type
NGC 5705,350.45275434572284,51.86116930982668,69845083.65775098,0.0,GX
NGC 5713,351.02342267815027,52.12382618004869,86873335.38703112,11.2,GX
NGC 5719,351.2193966211158,51.97812446522278,86675731.21591656,0.0,GX
NGC 5725,354.0491316323899,53.8120857565909,90622549.54239683,0.0,GX
NGC 5740,354.4913782944051,52.85103219324698,92596541.12774,0.0,GX
NGC 5746,354.9660649989066,52.955474344034826,90362798.60320099,0.0,GX
NGC 5750,352.88360541208164,51.16612625562404,103574219.30064256,15.58,GX
NGC 5770,359.7468897102766,52.83186082393978,66639183.90259988,12.26,GX
NGC 5774,359.4090073804748,52.495196167596774,83365570.1386958,12.94,GX
NGC 5775,359.4319556144674,52.422805853592656,67106674.71062856,11.34,GX
NGC 5792,355.3531522228594,48.42647170530289,83972221.00120744,0.0,GX
NGC 5806,359.09119666628334,50.194168168364676,78160114.35069273,11.7,GX
NGC 5813,359.18190819523727,49.848558018606724,100978014.53419492,10.46,GX
NGC 5831,359.3882742423174,48.982309883776594,86904366.83668034,0.0,GX
NGC 5838,0.7286599962886589,49.31934814389284,91804866.41153912,0.0,GX
NGC 5846,0.42586970654649486,48.79670858278933,82475706.82155283,0.0,GX
NGC 5846A,0.4134185175698045,48.789773000356945,77000000.0,13.37,GX
NGC 5854,1.8620156977838078,49.178698020953796,88437301.81184417,0.0,GX
NGC 5864,2.862249645073071,49.15120292891133,95139815.37346464,0.0,GX
NGC 5869,359.98009345764586,47.419683684000525,87664311.19670837,0.0,GX
NGC 5921,8.125585152768672,47.938176350827604,62051250.85636492,0.0,GX
NGC 7014,352.530757865428,-42.351211696754696,233346250.7330664,12.25,GX
NGC 7793,4.516016965915018,-77.17116505564043,11842194.480121858,9.28,GX
SCl 48,261.619672439888,-54.761559886979676,700000000.0,0.0,SCG
SCl 175,5.351179046988897,-36.30266937423553,274000000.0,0.0,SCG
UGC 2773,148.81040701728975,-6.8401246803867375,13839902.29350023,0.0,GX
UGC 3794,136.65609636277122,28.124119810813973,123000000.0,0.0,GX
UGC 4305,144.2764362112942,32.688395747044055,11198253.071760492,11.39,PaG
UGC 4426,179.14604260222495,35.21332290211797,32539534.614647433,0.0,GX
UGC 4459,149.2950395841453,34.948723373276195,11777506.798545796,14.7,GX
UGC 4483,144.96765656167653,34.380476568563715,11205801.262215706,14.98,GX
UGC 4945,136.6895435445957,35.166897212546466,21852477.0,0.0,GX
UGC 5139,140.72944977395957,38.66191239639431,12789406.960342757,13.66,GX
UGC 5336,141.97420732188885,41.05565990718066,12184270.39529899,14.1,GX
UGC 5423,140.0340853913371,40.8073887054244,23755636.008971184,15.09,GX
UGC 5428,144.12742015460609,43.092194311728946,11670962.381832281,16.09,GX
UGC 5442,142.5903625324175,42.48243866750392,12015600.95426273,15.07,GX
UGC 5574,212.17511777622235,55.37838900456322,70466085.40088119,0.0,GX
UGC 5633,225.31769606058856,53.730864904154565,86284669.71906094,0.0,GX
UGC 5675,218.2032863042384,56.45061948809942,67514370.18274659,0.0,GX
UGC 5692,137.89638362182293,42.178596674097705,12720098.730082693,13.01,GX
UGC 5708,240.79774773791536,49.631223130230346,67329548.23538643,0.0,GX
UGC 5832,230.94019862568166,57.02361902435824,52217636.06887792,0.0,GX
UGC 5918,140.90179853372445,47.11911447640844,24217111.04381128,14.79,GX
UGC 5921,204.0862379965836,62.960036214283505,77462139.70242666,0.0,GX
UGC 5945,225.4839140908903,60.52174826744728,74836580.86198652,0.0,GX
UGC 6112,229.71466987356172,62.77987973407357,65394353.72773282,0.0,GX
