object_name,galactic_l_deg,galactic_b_deg,distance_to_sun_Lj,object_type
M1,184.554649,-5.783342,6500,undefined
M2,53.370873,-35.769762,37500,dsf
M2,53.370873,-35.769762,37604,KS
